# iy iz iroll Y Z Roll candidate quality planning_ratio q0 q1 q2 q3 q4 q5 cluster
0 4 8 0.00000000 0.60000000 3.74545000 0 5.38953000 0.87500000 0.00000000 -2.44138477 -1.35057557 -2.20743738 1.57000000 0.00000000 0
0 4 9 0.00000000 0.60000000 4.06364000 0 4.30361000 0.62500000 0.00000000 -2.56512455 -1.41856951 -2.02117636 1.57000000 0.00000000 0
0 4 10 0.00000000 0.60000000 4.38182000 0 4.36633000 0.62500000 0.00000000 -2.75925804 -1.40021943 -1.45021051 1.57000000 0.00000000 0
0 4 11 0.00000000 0.60000000 4.70000000 0 2.84555000 0.25000000 0.00000000 -2.85223642 -1.36460920 -1.45373939 1.57000000 0.00000000 0
1 0 0 0.06000000 0.40000000 1.20000000 0 5.89714000 1.00000000 0.00000000 0.33065418 -1.90853542 -1.58821222 1.57000000 0.00000000 0
1 0 1 0.06000000 0.40000000 1.51818000 0 5.94475000 1.00000000 0.00000000 0.11522096 -1.32875225 -2.24752794 1.57000000 0.00000000 0
1 0 2 0.06000000 0.40000000 1.83636000 0 5.43133000 0.87500000 0.00000000 -1.13545231 1.34386175 -1.27412772 1.57000000 0.00000000 1
1 0 3 0.06000000 0.40000000 2.15455000 0 5.38390000 0.87500000 0.00000000 -1.70638312 -1.54669532 -2.16429255 1.57000000 0.00000000 0
1 0 4 0.06000000 0.40000000 2.47273000 0 5.89320000 1.00000000 0.00000000 -2.13342592 -1.39491870 -2.11546208 1.57000000 0.00000000 0
1 0 5 0.06000000 0.40000000 2.79091000 0 5.91555000 1.00000000 0.00000000 -2.19220647 -1.38975276 -2.07608755 1.57000000 0.00000000 0
1 0 6 0.06000000 0.40000000 3.10909000 0 5.64461000 1.00000000 0.00000000 -2.30293273 -1.38520265 -2.03084438 1.57000000 0.00000000 0
1 0 7 0.06000000 0.40000000 3.42727000 0 5.87294000 1.00000000 0.00000000 -2.44784092 -1.50641502 -1.78655974 1.57000000 0.00000000 0
1 0 8 0.06000000 0.40000000 3.74545000 0 5.81511000 1.00000000 0.00000000 -2.82388113 -1.40416398 -1.80253565 1.57000000 0.00000000 0
1 0 9 0.06000000 0.40000000 4.06364000 0 5.17582000 0.87500000 0.00000000 -3.20257377 -1.05684680 -1.99195604 1.57000000 0.00000000 0
1 0 10 0.06000000 0.40000000 4.38182000 0 4.16216000 0.62500000 0.00000000 -3.35638812 -0.95211997 -2.17852748 1.57000000 0.00000000 0
