# iy iz iroll Y Z Roll candidate quality planning_ratio q0 q1 q2 q3 q4 q5
0 1 4 -0.75 -0.00555556 0.0222222 5 9.09003 0.8 0 -1.19858 1.14985 0.205741 0 0
0 1 4 -0.75 -0.00555556 0.0222222 6 9.08534 0.8 0 0.236338 1.01849 -1.30793 0 0
0 1 4 -0.75 -0.00555556 0.0222222 7 9.07645 0.8 0 0.453613 0.930948 -1.01104 0 0
0 1 4 -0.75 -0.00555556 0.0222222 8 9.07519 0.8 0 -0.806993 1.34336 0.780559 0 0
0 1 4 -0.75 -0.00555556 0.0222222 9 9.07343 0.8 0 -1.53466 1.09957 1.27611 0 0
0 1 5 -0.75 -0.00555556 0.227778 0 11.0948 1 0 0.36424 0.61909 -0.722033 0 0
0 1 5 -0.75 -0.00555556 0.227778 1 10.0979 0.9 0 0.434167 0.0663954 0.428028 0 0
0 1 5 -0.75 -0.00555556 0.227778 2 10.0929 0.9 0 -1.15038 0.550587 1.44309 0 0
0 1 5 -0.75 -0.00555556 0.227778 3 10.0903 0.9 0 -0.836429 1.19738 0.564942 0 0
0 1 5 -0.75 -0.00555556 0.227778 4 10.0889 0.9 0 -1.11054 0.904167 0.952059 0 0
0 1 5 -0.75 -0.00555556 0.227778 5 10.086 0.9 0 -1.14659 0.860125 1.3393 0 0
0 1 5 -0.75 -0.00555556 0.227778 6 10.0788 0.9 0 -1.23276 1.36281 0.45212 0 0
0 1 5 -0.75 -0.00555556 0.227778 7 10.0748 0.9 0 -0.407367 1.28251 1.29885 0 0
0 1 5 -0.75 -0.00555556 0.227778 8 10.071 0.9 0 -1.00548 1.57138 0.0208753 0 0
0 1 5 -0.75 -0.00555556 0.227778 9 10.0614 0.9 0 -0.47369 1.78238 0.281867 0 0
0 1 6 -0.75 -0.00555556 0.433333 0 11.1092 1 0 -0.088061 0.71132 0.704335 0 0
0 1 6 -0.75 -0.00555556 0.433333 1 11.0965 1 0 -0.553182 0.690796 1.24146 0 0
0 1 6 -0.75 -0.00555556 0.433333 2 11.0847 1 0 -0.431294 1.38256 -0.467281 0 0
0 1 6 -0.75 -0.00555556 0.433333 3 11.0681 1 0 -0.209802 1.37732 1.49656 0 0
0 1 6 -0.75 -0.00555556 0.433333 4 11.0617 1 0 -0.57284 1.74782 -0.631949 0 0
0 1 6 -0.75 -0.00555556 0.433333 5 11.0479 1 0 -0.417784 1.95621 0.679971 0 0
0 1 6 -0.75 -0.00555556 0.433333 6 11.0391 1 0 -1.31678 1.9737 -0.687904 0 0
0 1 6 -0.75 -0.00555556 0.433333 7 11.0353 1 0 -1.07759 2.05869 -0.650382 0 0
0 1 6 -0.75 -0.00555556 0.433333 8 11.0007 1 0 -1.54122 2.34262 -1.32373 0 0
0 1 6 -0.75 -0.00555556 0.433333 9 10.1087 0.9 0 0.0155751 0.728793 0.704548 0 0
0 1 7 -0.75 -0.00555556 0.638889 0 11.1164 1 0 -0.138876 0.542797 0.227364 0 0
0 1 7 -0.75 -0.00555556 0.638889 1 11.0869 1 0 -0.0335822 1.06721 1.11287 0 0
0 1 7 -0.75 -0.00555556 0.638889 2 11.0602 1 0 -0.566164 1.58259 1.09498 0 0
0 1 7 -0.75 -0.00555556 0.638889 3 11.058 1 0 -0.602635 1.8276 0.143202 0 0
0 1 7 -0.75 -0.00555556 0.638889 4 11.0228 1 0 -0.66379 2.27365 0.371159 0 0
0 1 7 -0.75 -0.00555556 0.638889 5 11.0087 1 0 -0.766461 2.3445 -1.34887 0 0
0 1 7 -0.75 -0.00555556 0.638889 6 10.9959 1 0 -1.44053 2.35472 -1.70376 0 0
0 1 7 -0.75 -0.00555556 0.638889 7 10.1181 0.9 0 -0.110715 0.467565 -0.142547 0 0
0 1 7 -0.75 -0.00555556 0.638889 8 10.1062 0.9 0 -0.47465 0.88945 0.00452851 0 0
0 1 7 -0.75 -0.00555556 0.638889 9 10.1017 0.9 0 -0.187199 0.90245 -1.04481 0 0
0 1 8 -0.75 -0.00555556 0.844444 0 11.1044 1 0 -0.0866924 0.128958 1.41463 0 0
0 1 8 -0.75 -0.00555556 0.844444 1 11.0781 1 0 -0.504574 1.32873 -1.47199 0 0
0 1 8 -0.75 -0.00555556 0.844444 2 11.0515 1 0 -1.33001 1.66407 0.80999 0 0
0 1 8 -0.75 -0.00555556 0.844444 3 11.0422 1 0 -1.13781 1.84114 -1.53692 0 0
0 1 8 -0.75 -0.00555556 0.844444 4 10.9982 1 0 -1.43772 2.44512 -0.759475 0 0
0 1 8 -0.75 -0.00555556 0.844444 5 10.9236 1 0 -0.209353 2.42591 1.53028 0 0
0 1 8 -0.75 -0.00555556 0.844444 6 10.1092 0.9 0 -0.302218 0.531955 0.737473 0 0
0 1 8 -0.75 -0.00555556 0.844444 7 10.0963 0.9 0 -0.795154 1.076 0.478754 0 0
0 1 8 -0.75 -0.00555556 0.844444 8 10.0817 0.9 0 -0.0916113 1.23279 0.907091 0 0
0 1 8 -0.75 -0.00555556 0.844444 9 10.0789 0.9 0 -0.224219 1.18394 1.37704 0 0
0 1 9 -0.75 -0.00555556 1.05 0 10.1001 0.9 0 -0.657409 0.258507 1.52604 0 0
0 1 9 -0.75 -0.00555556 1.05 1 10.0918 0.9 0 -0.408732 0.981685 0.844073 0 0
0 1 9 -0.75 -0.00555556 1.05 2 10.079 0.9 0 -0.318073 1.24269 1.10633 0 0
0 1 9 -0.75 -0.00555556 1.05 3 10.0742 0.9 0 -0.514761 1.18036 1.66507 0 0
0 1 9 -0.75 -0.00555556 1.05 4 10.0719 0.9 0 -0.60235 1.213 1.69428 0 0
0 1 9 -0.75 -0.00555556 1.05 5 10.0226 0.9 0 -1.40579 2.00402 1.29804 0 0
0 1 9 -0.75 -0.00555556 1.05 6 9.08854 0.8 0 -1.26559 0.603993 1.58733 0 0
0 1 9 -0.75 -0.00555556 1.05 7 9.08461 0.8 0 -0.981508 0.840954 1.61359 0 0
0 1 9 -0.75 -0.00555556 1.05 8 9.08448 0.8 0 -0.5609 0.965025 1.53018 0 0
0 1 9 -0.75 -0.00555556 1.05 9 9.0549 0.8 0 -0.878998 1.83626 -0.0960369 0 0
0 2 0 -0.75 0.0388889 -0.8 0 7.07755 0.6 0 0.587843 0.152332 1.05317 0 0
0 2 0 -0.75 0.0388889 -0.8 1 6.08138 0.5 0 0.0646161 1.25431 0.824269 0 0
0 2 0 -0.75 0.0388889 -0.8 2 6.06541 0.5 0 0.65463 0.213342 1.25851 0 0
0 2 0 -0.75 0.0388889 -0.8 3 6.03929 0.5 0 -0.0651357 1.96113 0.807656 0 0
0 2 0 -0.75 0.0388889 -0.8 4 5.08592 0.4 0 -0.544329 1.32194 -0.633601 0 0
0 2 0 -0.75 0.0388889 -0.8 5 5.07594 0.4 0 0.565528 0.624186 0.762112 0 0
0 2 0 -0.75 0.0388889 -0.8 6 5.07587 0.4 0 -0.117226 1.55633 -0.534023 0 0
0 2 0 -0.75 0.0388889 -0.8 7 5.06634 0.4 0 0.532315 1.11307 -0.0907409 0 0
0 2 0 -0.75 0.0388889 -0.8 8 5.06465 0.4 0 0.619012 0.826491 0.519248 0 0
0 2 0 -0.75 0.0388889 -0.8 9 5.01127 0.4 0 0.659629 1.77752 -0.734062 0 0
0 2 1 -0.75 0.0388889 -0.594444 0 7.09486 0.6 0 -0.277431 1.01025 -1.34507 0 0
0 2 1 -0.75 0.0388889 -0.594444 1 7.0403 0.6 0 -0.666598 1.85153 1.30005 0 0
0 2 1 -0.75 0.0388889 -0.594444 2 6.05613 0.5 0 0.336846 1.53684 1.17228 0 0
0 2 1 -0.75 0.0388889 -0.594444 3 6.01705 0.5 0 0.745682 1.40598 -0.941792 0 0
0 2 1 -0.75 0.0388889 -0.594444 4 5.10442 0.4 0 -0.0197727 0.942242 0.47774 0 0
0 2 1 -0.75 0.0388889 -0.594444 5 5.08823 0.4 0 0.14453 0.832597 1.66975 0 0
0 2 1 -0.75 0.0388889 -0.594444 6 5.07231 0.4 0 -0.580797 1.3802 0.989995 0 0
0 2 1 -0.75 0.0388889 -0.594444 7 5.06469 0.4 0 0.656285 0.357619 1.15836 0 0
0 2 1 -0.75 0.0388889 -0.594444 8 5.05889 0.4 0 -0.549045 1.64763 -1.56258 0 0
0 2 1 -0.75 0.0388889 -0.594444 9 5.05404 0.4 0 0.487642 1.46433 0.0180479 0 0
0 2 2 -0.75 0.0388889 -0.388889 0 10.0426 0.9 0 0.233733 1.77968 -1.55904 0 0
0 2 2 -0.75 0.0388889 -0.388889 1 9.0584 0.8 0 0.173166 1.62661 1.14342 0 0
0 2 2 -0.75 0.0388889 -0.388889 2 8.05818 0.7 0 0.186513 1.72926 0.446914 0 0
0 2 2 -0.75 0.0388889 -0.388889 3 8.03726 0.7 0 0.136703 2.06069 0.442256 0 0
0 2 2 -0.75 0.0388889 -0.388889 4 8.02886 0.7 0 0.166644 1.95871 1.72317 0 0
0 2 2 -0.75 0.0388889 -0.388889 5 7.9809 0.7 0 -0.955317 0.47863 1.73961 0 0
0 2 2 -0.75 0.0388889 -0.388889 6 7.10569 0.6 0 -0.578112 0.175484 1.15001 0 0
0 2 2 -0.75 0.0388889 -0.388889 7 7.09773 0.6 0 -0.348797 0.528753 1.51118 0 0
0 2 2 -0.75 0.0388889 -0.388889 8 7.08313 0.6 0 0.516276 0.543557 0.75026 0 0
0 2 2 -0.75 0.0388889 -0.388889 9 7.04966 0.6 0 -0.540306 1.80932 -1.4717 0 0
0 2 3 -0.75 0.0388889 -0.183333 0 9.07885 0.8 0 -0.381086 1.49591 -0.384947 0 0
0 2 3 -0.75 0.0388889 -0.183333 1 9.06703 0.8 0 -0.502238 1.69365 0.195008 0 0
0 2 3 -0.75 0.0388889 -0.183333 2 9.03976 0.8 0 0.746905 0.549153 1.65861 0 0
0 2 3 -0.75 0.0388889 -0.183333 3 9.03619 0.8 0 0.0701169 1.85506 1.73212 0 0
0 2 3 -0.75 0.0388889 -0.183333 4 8.10141 0.7 0 0.17852 0.857414 0.0968508 0 0
0 2 3 -0.75 0.0388889 -0.183333 5 8.09768 0.7 0 0.252261 0.84973 0.236015 0 0
0 2 3 -0.75 0.0388889 -0.183333 6 8.07926 0.7 0 -0.965322 1.40709 0.547716 0 0
0 2 3 -0.75 0.0388889 -0.183333 7 8.06968 0.7 0 -1.11929 1.56999 0.279112 0 0
0 2 3 -0.75 0.0388889 -0.183333 8 8.0674 0.7 0 0.586636 0.744097 1.09892 0 0
0 2 3 -0.75 0.0388889 -0.183333 9 8.04787 0.7 0 -0.103291 1.875 -1.42147 0 0
0 2 4 -0.75 0.0388889 0.0222222 0 11.0671 1 0 -0.362797 1.32678 1.72258 0 0
0 2 4 -0.75 0.0388889 0.0222222 1 10.0722 0.9 0 -1.10328 1.51868 0.437558 0 0
0 2 4 -0.75 0.0388889 0.0222222 2 9.09975 0.8 0 -0.493487 0.311862 1.57203 0 0
0 2 4 -0.75 0.0388889 0.0222222 3 9.088 0.8 0 -0.214687 1.3412 0.28927 0 0
0 2 4 -0.75 0.0388889 0.0222222 4 9.07548 0.8 0 0.489471 0.974433 0.376827 0 0
0 2 4 -0.75 0.0388889 0.0222222 5 9.06964 0.8 0 -0.0474708 1.2856 1.72348 0 0
0 2 4 -0.75 0.0388889 0.0222222 6 9.06688 0.8 0 -1.24183 1.50099 -1.10763 0 0
0 2 4 -0.75 0.0388889 0.0222222 7 9.05324 0.8 0 0.557575 1.08969 -1.59799 0 0
0 2 4 -0.75 0.0388889 0.0222222 8 9.03333 0.8 0 -0.942597 2.07881 -0.928803 0 0
0 2 4 -0.75 0.0388889 0.0222222 9 9.01793 0.8 0 -1.03806 2.16632 0.895028 0 0
