# iy iz iroll Y Z Roll candidate quality planning_ratio q0 q1 q2 q3 q4 q5
0 8 3 -0.75000000 0.30555600 -0.18333300 0 -2.35707720 0.70000000 0.00000000 -0.02219680 1.77171550 -0.94290113 0.00000000 0.00000000
0 8 4 -0.75000000 0.30555600 0.02222220 0 -1.64305323 0.70000000 0.00000000 -0.51229858 1.36459664 0.11386555 0.00000000 0.00000000
0 8 5 -0.75000000 0.30555600 0.22777800 0 -1.49340335 0.80000000 0.00000000 -0.01886263 1.42225810 0.49081067 0.00000000 0.00000000
0 8 6 -0.75000000 0.30555600 0.43333300 0 -1.29924626 0.90000000 0.00000000 0.13078614 1.03793144 1.40058444 0.00000000 0.00000000
0 8 7 -0.75000000 0.30555600 0.63888900 0 -2.38532134 0.90000000 0.00000000 -0.14681728 0.88459970 0.87523088 0.00000000 0.00000000
0 8 8 -0.75000000 0.30555600 0.84444400 0 -1.50597641 1.00000000 0.00000000 0.27096856 0.32857308 0.71661579 0.00000000 0.00000000
0 8 9 -0.75000000 0.30555600 1.05000000 0 -1.28334240 1.00000000 0.00000000 0.00680744 0.66468951 -0.55107842 0.00000000 0.00000000
0 9 0 -0.75000000 0.35000000 -0.80000000 0 -1.83656759 0.20000000 0.00000000 0.55491180 0.14099960 1.04604415 0.00000000 0.00000000
0 9 1 -0.75000000 0.35000000 -0.59444400 0 -1.97144128 0.30000000 0.00000000 0.48858547 0.84176060 0.34930165 0.00000000 0.00000000
0 9 2 -0.75000000 0.35000000 -0.38888900 0 -1.61718299 0.40000000 0.00000000 0.16875685 1.30412946 0.82777790 0.00000000 0.00000000
0 9 3 -0.75000000 0.35000000 -0.18333300 0 -1.43337033 0.60000000 0.00000000 -0.06144018 0.58298376 0.89737478 0.00000000 0.00000000
0 9 4 -0.75000000 0.35000000 0.02222220 0 -1.17867666 0.80000000 0.00000000 0.00604046 0.86615818 0.67326321 0.00000000 0.00000000
0 9 5 -0.75000000 0.35000000 0.22777800 0 -1.08002813 0.80000000 0.00000000 -0.38514807 1.56244390 -0.56698308 0.00000000 0.00000000
0 9 6 -0.75000000 0.35000000 0.43333300 0 -1.61937760 0.80000000 0.00000000 -0.63539096 1.28382883 0.09232735 0.00000000 0.00000000
0 9 7 -0.75000000 0.35000000 0.63888900 0 -2.42577609 0.90000000 0.00000000 -0.51847125 1.75026953 -1.34374007 0.00000000 0.00000000
0 9 8 -0.75000000 0.35000000 0.84444400 0 -1.77144908 0.90000000 0.00000000 0.41523803 0.28998564 0.11073365 0.00000000 0.00000000
0 9 9 -0.75000000 0.35000000 1.05000000 0 -2.17790023 0.90000000 0.00000000 0.00768167 0.29094961 0.45898940 0.00000000 0.00000000
